property_id,locality_name,postal_code,price,property_type,property_subtype,sale_type,num_rooms,living_area_sqm,equipped_kitchen,furnished,open_fire,terrace_sqm,garden_sqm,surface_of_good,num_facades,swimming_pool,building_state
439731,Charleroi,4256,562674,apartment,chalet,public,4,44,0,1,0,,54.0,504,3,0,good
567327,Brussels,1982,786000,house,chalet,classic,3,302,0,0,0,46.0,,726,3,0,to renovate
748271,Brussels,7441,493065,apartment,bungalow,public,9,320,0,1,0,14.0,,762,4,0,new
872283,Antwerp,3256,992775,house,mansion,classic,6,314,1,0,1,35.0,164.0,262,4,1,new
270578,Brussels,1801,957877,house,bungalow,public,5,294,1,0,1,,165.0,680,2,0,to renovate
534354,Liege,9188,826810,house,penthouse,public,7,203,1,0,1,24.0,46.0,277,3,1,to renovate
130859,Charleroi,4064,609080,house,villa,public,1,213,1,1,0,30.0,,101,3,0,new
279475,Namur,9605,158708,house,chalet,public,10,193,0,0,0,,,910,3,1,good
684519,Ghent,7934,532674,house,bungalow,classic,6,119,1,1,0,,,160,2,0,good
167961,Antwerp,9631,787805,apartment,penthouse,classic,2,332,0,1,0,33.0,,446,2,1,to renovate
607853,Charleroi,2186,575385,apartment,chalet,classic,5,90,1,0,0,14.0,,353,4,0,new
828764,Liege,1682,807699,apartment,mansion,public,4,276,0,0,1,,188.0,949,3,1,good
757002,Charleroi,8158,445887,apartment,chalet,public,10,170,1,0,1,,300.0,705,4,0,to renovate
971569,Antwerp,5590,340741,house,villa,classic,3,327,1,1,1,31.0,,638,3,1,good
430437,Brussels,2847,429012,apartment,mansion,classic,4,314,1,0,0,37.0,,216,3,0,to renovate
664511,Charleroi,9263,318769,house,bungalow,classic,7,238,0,1,1,8.0,106.0,954,4,0,good
958760,Brussels,8825,401924,house,chalet,classic,2,384,0,1,0,,26.0,918,2,0,to renovate
468655,Antwerp,6713,412370,apartment,chalet,classic,3,304,0,0,0,46.0,144.0,97,2,0,to renovate
317471,Liege,8475,895196,apartment,penthouse,public,1,339,1,1,1,21.0,183.0,885,2,0,to renovate
963414,Antwerp,8155,525670,house,mansion,classic,1,208,0,1,1,7.0,,441,2,0,good
994843,Ghent,9035,788825,apartment,penthouse,public,8,96,1,0,1,14.0,75.0,215,2,1,good
513435,Brussels,8994,642194,house,villa,public,7,105,1,0,1,47.0,131.0,559,2,0,good
307554,Namur,9974,182242,house,penthouse,classic,6,200,1,0,1,42.0,,455,4,1,to renovate
392140,Liege,7560,987962,apartment,mansion,classic,1,302,1,1,0,,,689,4,0,to renovate
898521,Namur,7936,163813,apartment,bungalow,classic,4,352,0,1,0,,49.0,786,4,0,to renovate
832720,Namur,9225,952278,house,villa,public,6,339,1,1,0,28.0,,682,4,1,new
873870,Antwerp,2762,787768,house,penthouse,classic,3,293,0,0,1,14.0,,57,2,1,good
783945,Liege,7064,177817,apartment,bungalow,classic,8,208,0,0,0,,257.0,647,2,1,good
272902,Ghent,3715,206602,apartment,chalet,classic,1,238,0,1,0,31.0,,755,3,0,to renovate
471596,Antwerp,7440,524020,house,mansion,classic,7,227,1,0,0,,,475,4,1,new
177494,Brussels,3005,862459,apartment,mansion,classic,8,229,1,0,0,,,228,2,1,to renovate
291329,Namur,3460,250369,apartment,mansion,classic,10,342,0,1,0,,,854,2,1,good
459422,Charleroi,9817,376755,apartment,mansion,classic,5,262,1,0,0,,78.0,779,4,1,new
992740,Brussels,3847,592741,house,penthouse,public,7,158,0,0,1,50.0,188.0,699,4,1,new
635492,Antwerp,1034,352723,apartment,penthouse,public,4,316,1,1,0,18.0,272.0,265,3,0,good
701766,Namur,2746,226197,apartment,villa,public,10,290,0,0,1,,141.0,819,4,0,to renovate
390978,Ghent,3515,278449,apartment,bungalow,classic,5,390,1,0,1,23.0,260.0,980,4,0,good
568102,Antwerp,9796,746004,house,bungalow,classic,4,281,1,1,1,40.0,220.0,326,3,1,to renovate
871745,Brussels,1113,212257,house,villa,classic,8,227,0,0,0,12.0,,232,2,1,good
925779,Charleroi,2383,260765,house,penthouse,classic,3,142,1,1,0,12.0,,396,3,0,to renovate
755934,Namur,2034,481270,apartment,chalet,classic,9,303,1,0,1,45.0,,491,2,0,to renovate
523855,Ghent,2987,214117,house,chalet,public,8,153,0,1,0,,27.0,214,2,1,good
599943,Charleroi,1204,988695,apartment,villa,public,10,225,1,0,1,39.0,,130,4,1,to renovate
866463,Ghent,1190,841226,house,penthouse,classic,10,274,1,0,1,46.0,,299,3,0,new
296461,Antwerp,2273,161539,apartment,mansion,classic,6,187,1,1,1,,,636,4,1,good
310386,Antwerp,4134,134469,apartment,penthouse,classic,3,70,1,1,0,,20.0,278,2,1,new
441024,Ghent,6623,353007,apartment,bungalow,classic,5,242,0,0,1,,150.0,482,2,0,good
417990,Antwerp,5837,500577,house,bungalow,public,7,256,1,1,1,26.0,,180,2,1,new
918184,Liege,5418,694462,apartment,penthouse,public,5,52,0,1,0,,,434,3,1,to renovate
540341,Brussels,9347,761615,apartment,chalet,public,7,196,0,1,0,16.0,,330,4,0,to renovate
636866,Charleroi,3620,681088,apartment,chalet,public,10,355,0,1,1,,234.0,239,2,1,new
655132,Namur,1167,681394,apartment,villa,classic,9,133,0,0,0,,236.0,242,2,0,to renovate
848757,Brussels,5580,572242,apartment,penthouse,public,4,248,1,1,1,,63.0,218,2,0,to renovate
630155,Brussels,8030,381381,house,villa,public,3,205,1,1,0,,139.0,117,2,0,new
836012,Charleroi,1227,877467,house,mansion,public,4,68,0,0,0,,270.0,691,4,0,new
133433,Namur,1328,438844,house,bungalow,classic,10,348,0,1,1,18.0,,901,3,0,good
599893,Charleroi,3364,490211,apartment,chalet,classic,1,171,0,0,1,42.0,,712,4,0,good
736991,Charleroi,7290,261431,house,mansion,classic,10,120,0,0,1,,,223,4,1,to renovate
112316,Namur,4516,205633,apartment,chalet,classic,6,225,1,1,0,46.0,,588,2,1,to renovate
219567,Ghent,3370,910680,apartment,chalet,classic,8,280,0,0,1,27.0,241.0,615,3,0,good
836912,Charleroi,2072,482566,apartment,penthouse,public,10,172,0,0,1,22.0,168.0,889,3,1,new
682386,Antwerp,2696,714294,house,penthouse,classic,8,332,1,0,0,,82.0,541,3,1,to renovate
516543,Ghent,1103,771570,apartment,villa,public,6,239,1,0,0,8.0,152.0,191,4,1,good
392288,Liege,7923,663228,house,villa,public,2,104,0,1,1,21.0,117.0,512,4,0,good
248218,Brussels,7136,166134,apartment,chalet,public,9,342,1,0,0,,151.0,663,3,0,to renovate
154752,Ghent,2607,625976,house,chalet,classic,7,63,1,0,0,,,420,4,1,to renovate
149084,Liege,6352,988615,apartment,mansion,public,4,65,0,0,0,,,216,2,0,new
306825,Liege,2363,167364,house,bungalow,public,10,106,0,0,0,36.0,262.0,405,2,1,new
389831,Antwerp,3591,445161,house,bungalow,classic,8,75,1,0,0,40.0,,949,3,1,new
641041,Charleroi,4337,869684,house,villa,classic,9,335,0,0,0,44.0,290.0,217,2,1,good
268079,Ghent,2178,612179,house,penthouse,public,1,118,1,0,0,,129.0,894,2,0,to renovate
459602,Charleroi,7771,700311,house,villa,public,4,129,0,0,0,,57.0,62,4,1,to renovate
761040,Liege,7308,694075,house,mansion,public,1,63,1,0,1,,,405,2,1,to renovate
153214,Charleroi,7130,732330,house,villa,public,2,384,0,1,0,,,263,3,1,good
930140,Ghent,7315,276026,apartment,chalet,public,2,78,0,0,0,,88.0,312,4,0,new
276425,Charleroi,6688,808012,house,chalet,public,6,351,0,1,0,,75.0,204,4,1,to renovate
813925,Ghent,5981,401395,house,chalet,classic,7,358,0,1,0,,178.0,737,4,1,good
412663,Antwerp,1582,590079,house,mansion,public,5,176,0,0,0,,187.0,706,2,0,to renovate
613778,Ghent,9216,833798,apartment,penthouse,public,8,196,0,1,0,,,768,3,1,good
118727,Brussels,7492,781609,house,bungalow,classic,10,345,1,1,1,,82.0,756,2,1,new
916165,Antwerp,8390,551414,house,villa,public,7,341,0,1,1,11.0,,798,2,0,to renovate
478318,Brussels,3817,873262,apartment,penthouse,public,6,89,1,0,0,,,825,4,1,new
405562,Antwerp,1238,987210,house,penthouse,classic,2,309,0,0,1,,15.0,82,4,1,to renovate
148960,Brussels,8954,460878,house,chalet,classic,10,246,0,0,0,,150.0,278,2,0,new
587897,Namur,6490,957080,apartment,penthouse,public,5,217,0,0,0,8.0,,587,2,1,new
397624,Ghent,5700,462509,apartment,mansion,classic,5,133,0,1,0,,272.0,720,3,0,good
749805,Ghent,7503,739614,apartment,bungalow,public,8,318,0,0,0,6.0,,661,4,0,new
879990,Liege,8605,766069,apartment,penthouse,classic,4,240,1,0,0,,228.0,466,2,0,good
166124,Charleroi,2679,459907,house,bungalow,classic,2,289,1,0,1,36.0,129.0,432,4,1,to renovate
102923,Ghent,5931,566629,apartment,chalet,classic,8,210,0,0,1,,33.0,271,4,0,new
337807,Ghent,9942,637806,apartment,villa,public,3,120,1,0,0,7.0,,802,3,0,new
449604,Charleroi,9708,569547,house,chalet,classic,10,187,0,1,1,25.0,49.0,247,2,1,new
993458,Charleroi,2986,930913,house,bungalow,classic,10,343,0,0,1,40.0,,495,3,0,to renovate
300052,Liege,1602,975533,house,chalet,public,4,175,0,0,0,,,610,2,0,new
285702,Antwerp,3327,457906,apartment,penthouse,classic,2,281,1,1,1,,,992,2,0,good
783487,Brussels,3143,830318,house,bungalow,classic,9,207,0,1,1,7.0,21.0,785,4,0,good
147425,Charleroi,4947,122769,house,villa,public,3,388,1,0,1,41.0,,840,3,1,to renovate
115659,Liege,7029,995083,apartment,mansion,classic,6,254,0,1,0,35.0,,94,3,0,good
862747,Namur,7572,388021,house,bungalow,public,10,89,1,0,1,,86.0,347,2,0,to renovate
531479,Liege,5660,386218,house,penthouse,classic,6,261,1,1,1,,,992,3,0,good
571457,Charleroi,1920,967604,house,mansion,classic,2,270,0,0,1,26.0,205.0,998,3,1,to renovate
720449,Ghent,7935,826667,apartment,bungalow,public,6,161,1,1,1,,,643,3,0,to renovate
102008,Charleroi,2428,953174,apartment,penthouse,public,6,47,0,1,0,41.0,,764,2,1,good
278035,Antwerp,1937,674176,house,bungalow,classic,2,161,1,1,1,,221.0,835,4,0,good
260570,Liege,8396,621623,house,mansion,classic,2,128,1,1,0,22.0,192.0,815,4,0,to renovate
728891,Antwerp,2315,721749,house,mansion,classic,9,339,1,1,1,16.0,,657,4,1,to renovate
941247,Charleroi,9698,575952,house,villa,public,4,179,0,0,0,6.0,,664,3,1,to renovate
373258,Antwerp,5877,869023,house,bungalow,public,9,169,1,0,1,,,574,4,1,to renovate
629916,Namur,9197,465183,house,mansion,classic,5,215,0,1,0,,177.0,319,2,1,new
366809,Namur,2672,975186,apartment,bungalow,classic,4,382,0,0,1,40.0,,751,4,0,good
240912,Namur,2770,225832,house,chalet,classic,3,52,0,0,0,,196.0,905,2,1,new
169162,Liege,2824,565135,apartment,bungalow,public,9,70,1,0,0,,106.0,168,3,0,to renovate
605577,Brussels,5451,912509,apartment,mansion,public,6,180,1,0,0,,,392,2,0,to renovate
544649,Charleroi,4631,901592,apartment,mansion,classic,8,195,0,0,0,11.0,,514,2,0,to renovate
906425,Brussels,6117,721368,house,penthouse,public,10,58,1,0,0,,,319,3,0,good
166563,Antwerp,3616,462939,house,bungalow,classic,4,195,0,1,0,,,322,4,1,new
209612,Charleroi,7216,739833,house,villa,public,8,393,1,1,1,,,398,2,0,to renovate
225364,Charleroi,7112,244417,apartment,bungalow,public,2,264,1,1,1,,,958,4,0,to renovate
737035,Brussels,1655,174333,apartment,villa,public,9,197,0,1,1,,206.0,718,4,0,good
491021,Liege,7560,960828,house,villa,classic,1,260,1,0,0,,218.0,378,4,0,to renovate
586541,Liege,6100,468053,apartment,villa,classic,6,289,0,1,1,42.0,,134,3,0,to renovate
428721,Brussels,6327,478649,house,bungalow,public,8,60,1,0,1,11.0,,958,4,1,new
951629,Charleroi,1230,871796,house,bungalow,classic,9,301,1,0,0,,263.0,778,3,0,good
311724,Namur,7379,737243,house,mansion,classic,3,69,0,0,0,,104.0,596,4,1,to renovate
628560,Ghent,5643,302168,house,villa,classic,4,112,1,1,0,,,106,3,1,to renovate
446335,Charleroi,5265,559833,apartment,mansion,classic,5,118,0,0,0,,,766,2,1,good
162166,Liege,2274,837334,apartment,villa,public,9,304,1,1,1,,157.0,221,3,1,good
997983,Ghent,4979,239748,apartment,mansion,public,2,196,0,0,1,,,264,4,1,new
523483,Ghent,9981,359026,apartment,bungalow,public,4,89,0,1,1,,,522,3,1,to renovate
399446,Brussels,7493,805301,apartment,villa,classic,5,308,1,0,0,23.0,,509,4,0,new
818739,Liege,6464,767344,apartment,chalet,classic,9,191,0,1,0,,52.0,205,2,0,new
672453,Liege,9211,509597,apartment,mansion,classic,8,52,0,0,0,46.0,242.0,589,2,0,to renovate
517155,Namur,3997,835075,apartment,penthouse,classic,3,318,0,1,0,,194.0,275,4,0,to renovate
986741,Brussels,7797,193562,apartment,mansion,classic,1,59,0,1,0,16.0,,153,4,1,good
795773,Brussels,7107,773967,apartment,chalet,public,6,235,1,0,0,16.0,,973,4,1,to renovate
226894,Brussels,6623,594699,apartment,penthouse,public,9,327,0,1,0,34.0,267.0,539,2,1,good
194935,Namur,8680,696206,apartment,bungalow,public,10,266,0,1,1,,,859,4,0,new
953682,Antwerp,6157,694212,apartment,villa,classic,3,285,0,0,0,40.0,31.0,241,2,1,good
541856,Antwerp,3164,375802,apartment,villa,classic,7,257,0,0,1,,,179,3,1,to renovate
727760,Liege,9290,617049,house,bungalow,public,2,200,0,0,0,31.0,,101,4,0,good
321346,Brussels,2255,477481,house,chalet,classic,5,177,0,1,1,34.0,,408,3,1,good
882915,Liege,3312,512722,apartment,chalet,classic,8,135,1,1,0,,,781,3,0,new
627459,Brussels,6896,136525,apartment,villa,classic,4,41,1,1,1,43.0,,517,3,0,good
748607,Liege,5914,580765,apartment,penthouse,public,9,109,1,1,0,48.0,,515,3,1,new
264239,Charleroi,2150,997794,apartment,bungalow,classic,2,94,1,0,1,34.0,,174,2,0,good
113740,Brussels,9828,146951,apartment,chalet,public,6,372,1,0,1,23.0,12.0,240,4,0,new
756004,Namur,7001,710526,house,villa,public,7,136,1,1,1,25.0,,896,3,0,to renovate
100654,Liege,7122,855986,apartment,villa,classic,4,370,1,1,0,35.0,175.0,93,4,0,good
614922,Brussels,7201,105931,house,penthouse,public,1,289,1,0,0,41.0,,673,4,1,to renovate
406688,Ghent,8601,839625,apartment,mansion,classic,6,365,0,0,0,44.0,168.0,290,3,1,to renovate
231483,Ghent,3429,730294,apartment,villa,classic,7,227,1,0,1,,39.0,824,4,1,new
293108,Namur,5361,743910,apartment,penthouse,classic,10,364,1,1,0,26.0,,950,4,1,to renovate
233514,Ghent,9262,863365,house,penthouse,public,9,223,0,0,1,39.0,,627,2,0,new
489014,Brussels,6635,409423,house,bungalow,public,5,382,0,0,1,,,297,4,1,good
372318,Charleroi,3012,855327,house,mansion,classic,1,42,1,0,1,,84.0,107,3,1,to renovate
293077,Charleroi,2446,428270,house,villa,classic,5,286,0,1,1,15.0,291.0,907,2,1,new
106744,Liege,7509,474859,apartment,chalet,classic,4,122,1,1,1,6.0,211.0,516,4,1,to renovate
936237,Ghent,5544,475234,house,villa,public,8,233,0,0,0,,220.0,338,4,0,good
961967,Antwerp,6471,219467,apartment,penthouse,classic,8,372,1,0,1,32.0,173.0,544,2,0,to renovate
654069,Namur,2316,520674,apartment,chalet,public,6,100,0,0,0,,40.0,244,4,1,good
281255,Charleroi,7653,714984,house,villa,classic,7,232,0,0,0,,239.0,247,2,1,new
953580,Ghent,1794,289631,house,villa,classic,8,306,0,0,0,42.0,,678,2,1,to renovate
444636,Namur,9843,829631,house,mansion,classic,1,351,1,0,1,23.0,,296,2,0,good
957437,Liege,6965,390524,apartment,mansion,public,9,310,0,1,0,,121.0,639,4,1,new
735110,Liege,5758,266997,house,mansion,classic,2,329,1,0,0,,,307,4,1,new
230126,Charleroi,2196,551054,apartment,bungalow,classic,5,348,1,1,1,48.0,147.0,367,4,1,to renovate
667702,Brussels,7963,749933,house,villa,public,10,214,0,1,0,50.0,257.0,202,3,1,to renovate
679485,Namur,5329,376194,house,penthouse,public,9,322,1,1,0,32.0,46.0,517,4,0,good
271951,Brussels,7429,660373,apartment,villa,public,10,382,1,1,0,,,793,3,0,new
449819,Charleroi,5102,977317,apartment,mansion,classic,1,369,1,0,1,,255.0,181,2,1,good
259849,Liege,8570,569371,house,bungalow,public,6,395,0,0,1,,,646,4,1,new
791021,Liege,7894,183159,apartment,mansion,public,1,198,0,1,1,,115.0,289,4,0,good
212161,Ghent,2661,477871,apartment,mansion,public,10,371,0,1,1,,,787,4,1,to renovate
612245,Antwerp,3330,196824,house,mansion,classic,7,80,1,0,1,42.0,60.0,972,3,1,new
727287,Liege,2797,117631,house,mansion,public,8,392,0,0,0,,194.0,73,4,1,new
834546,Charleroi,6439,804432,house,villa,classic,2,279,1,0,1,27.0,252.0,581,3,0,to renovate
445039,Charleroi,4687,737335,house,penthouse,classic,10,318,0,1,0,,,667,2,1,new
245894,Ghent,7404,744336,apartment,chalet,classic,8,288,0,0,1,36.0,,246,2,1,good
769837,Brussels,3347,304536,house,villa,classic,9,50,1,0,0,,99.0,763,4,0,good
785630,Brussels,7057,793185,apartment,chalet,public,2,85,0,1,1,,245.0,525,4,0,good
233847,Charleroi,9154,832444,house,penthouse,classic,5,166,1,1,1,6.0,104.0,355,3,0,good
596798,Ghent,6716,128439,house,mansion,classic,4,265,1,0,1,16.0,281.0,241,2,0,to renovate
356161,Brussels,3348,805228,house,villa,classic,7,113,0,0,1,,15.0,422,2,1,new
224561,Charleroi,6456,495962,apartment,villa,public,2,290,0,1,1,6.0,31.0,297,4,0,to renovate
710051,Charleroi,5189,715147,house,bungalow,classic,9,93,1,1,0,28.0,135.0,513,4,0,good
527812,Namur,5334,471267,apartment,mansion,public,3,394,0,0,1,45.0,113.0,507,3,0,to renovate
142810,Antwerp,2060,822317,house,villa,classic,9,54,1,0,0,,75.0,837,2,1,good
263947,Antwerp,7201,547096,house,mansion,classic,7,91,1,0,0,,,308,3,1,new
335653,Ghent,3254,857833,house,villa,public,4,342,0,0,0,,163.0,154,2,1,to renovate
259497,Brussels,8220,942028,apartment,chalet,public,9,351,0,0,0,36.0,38.0,759,3,1,new
503434,Ghent,4781,278005,house,bungalow,public,9,105,0,0,1,,136.0,387,3,1,to renovate
604352,Ghent,5014,457869,house,villa,classic,2,72,0,0,1,,,570,4,0,to renovate
846372,Namur,3707,930544,house,mansion,public,9,112,0,1,0,7.0,,736,3,1,good
194151,Brussels,4310,637389,apartment,mansion,public,5,347,0,0,0,41.0,,664,3,0,good
925447,Charleroi,3223,411953,house,penthouse,public,9,348,1,1,1,,,547,2,1,new
982298,Charleroi,9901,301206,house,penthouse,public,8,160,1,1,1,41.0,90.0,391,3,1,new
499766,Liege,7229,107949,apartment,chalet,classic,7,271,0,1,0,23.0,45.0,367,4,1,to renovate
336175,Ghent,3969,158698,house,penthouse,public,2,142,0,0,0,28.0,99.0,95,3,0,new
989264,Liege,9139,965632,house,bungalow,classic,6,196,1,0,0,10.0,250.0,885,4,0,to renovate
925542,Liege,9706,981501,apartment,chalet,public,3,191,0,1,1,,,436,2,1,good
560068,Namur,2912,103169,apartment,villa,public,5,345,0,0,0,39.0,,159,3,1,good
861295,Charleroi,4608,258948,apartment,chalet,classic,9,283,1,0,0,,104.0,203,4,0,to renovate
507856,Ghent,1952,152196,house,penthouse,classic,8,107,1,0,0,,150.0,156,4,0,to renovate
832691,Liege,7340,213329,house,chalet,classic,6,140,0,1,1,,91.0,394,2,1,to renovate
923530,Liege,4818,410230,apartment,bungalow,public,2,285,0,1,1,,,924,2,1,good
335454,Namur,5721,177837,house,penthouse,classic,2,97,0,1,1,,244.0,308,4,1,good
265563,Ghent,4070,733630,house,bungalow,classic,7,73,1,0,1,,,894,3,1,new
770801,Antwerp,2582,182898,apartment,mansion,classic,9,82,0,0,1,26.0,251.0,579,4,1,new
748643,Namur,8255,659191,house,penthouse,public,1,167,1,0,1,19.0,164.0,919,4,0,good
138514,Charleroi,3679,164205,apartment,villa,classic,9,361,0,0,0,21.0,270.0,585,4,1,to renovate
694678,Liege,2405,167032,house,penthouse,public,1,131,1,1,0,26.0,131.0,169,4,0,new
814233,Namur,3569,755095,house,villa,classic,4,153,0,0,0,,298.0,790,3,1,good
899031,Namur,9564,201571,apartment,villa,public,6,123,1,1,0,,105.0,639,3,0,new
571008,Namur,7355,154114,house,mansion,public,1,186,0,1,0,,171.0,617,2,0,good
320859,Liege,3477,896596,house,bungalow,public,1,379,0,0,0,5.0,246.0,963,2,1,new
216986,Liege,8412,648420,apartment,villa,public,7,87,1,1,1,,,254,3,1,to renovate
685830,Antwerp,3465,109215,house,penthouse,classic,8,170,1,1,0,29.0,209.0,134,2,1,good
107535,Charleroi,8308,227174,apartment,mansion,public,1,110,0,1,0,20.0,126.0,287,3,1,to renovate
932422,Antwerp,4598,718369,apartment,penthouse,classic,8,185,1,0,1,,,252,3,1,new
743448,Namur,6064,175623,apartment,chalet,classic,4,174,0,1,0,,,140,3,0,good
257925,Ghent,9055,232230,apartment,bungalow,classic,7,283,0,0,1,,219.0,801,3,1,good
767568,Ghent,7438,141147,apartment,villa,public,3,187,1,1,1,,,302,4,1,good
259547,Liege,7975,274554,apartment,mansion,public,5,310,0,1,1,,,500,2,1,good
474011,Ghent,4744,478088,house,bungalow,classic,8,357,0,1,1,,58.0,741,3,0,to renovate
444456,Antwerp,1702,186126,apartment,chalet,classic,1,197,1,0,1,28.0,,103,2,0,new
455498,Brussels,8578,880735,house,bungalow,classic,4,244,0,0,1,38.0,,247,2,0,good
566781,Antwerp,4520,542393,house,mansion,public,5,342,0,1,0,12.0,39.0,331,4,1,new
720362,Ghent,9444,710010,apartment,chalet,classic,5,59,1,0,0,,93.0,919,2,1,to renovate
758794,Brussels,2606,572479,house,chalet,public,8,191,1,1,1,,,72,4,0,to renovate
657756,Charleroi,5467,255647,house,penthouse,classic,6,202,0,0,1,8.0,,381,3,1,new
610562,Ghent,1174,843446,apartment,bungalow,classic,5,113,0,1,1,,58.0,160,3,0,new
177770,Charleroi,1773,433330,house,mansion,public,4,170,0,0,1,,,439,4,0,to renovate
776296,Ghent,6646,786855,house,villa,public,3,340,0,0,1,,,354,4,1,good
104813,Liege,6375,551544,apartment,chalet,public,7,353,0,1,0,,,489,2,1,good
519549,Charleroi,7616,674012,apartment,mansion,public,8,146,1,1,1,,,670,2,1,to renovate
579964,Antwerp,9053,387714,house,penthouse,classic,4,256,0,0,1,,,535,3,1,good
114972,Antwerp,5984,698447,apartment,penthouse,classic,3,232,1,1,1,,177.0,678,4,0,good
977634,Liege,1806,920943,apartment,mansion,classic,1,133,0,1,0,49.0,53.0,328,3,0,new
619693,Liege,2732,378707,apartment,villa,classic,8,97,1,1,1,34.0,,63,3,0,good
321144,Liege,7307,281132,apartment,mansion,classic,5,256,0,1,1,27.0,,729,2,0,good
121651,Namur,2470,569997,house,villa,classic,8,234,1,0,1,,,197,3,1,new
983546,Charleroi,3372,674839,apartment,bungalow,public,6,100,1,0,1,46.0,,878,2,1,good
951353,Brussels,7526,848850,apartment,villa,classic,4,58,1,0,1,,191.0,640,2,1,new
589927,Antwerp,1522,527349,apartment,villa,classic,1,246,0,0,1,,,451,2,0,good
357523,Charleroi,6094,818468,house,chalet,public,10,346,1,0,0,,,335,4,0,good
177888,Ghent,6392,492463,house,villa,classic,9,141,1,0,1,,,468,3,1,good
670975,Charleroi,6293,299778,house,chalet,public,10,269,1,0,0,,15.0,300,2,1,to renovate
727852,Liege,6509,928072,apartment,bungalow,public,9,199,1,0,1,,,694,3,0,good
152157,Brussels,8796,950029,apartment,penthouse,classic,3,43,1,1,1,38.0,41.0,52,3,0,good
570732,Charleroi,2961,880993,apartment,villa,public,1,99,1,0,1,,104.0,885,2,1,good
433041,Brussels,6409,987037,house,bungalow,public,2,367,0,0,0,49.0,,976,3,1,to renovate
513079,Antwerp,5143,527244,apartment,penthouse,public,4,346,1,0,0,25.0,240.0,247,3,1,to renovate
746549,Charleroi,9563,613794,house,bungalow,public,2,134,0,1,1,,,566,4,1,good
274471,Antwerp,1881,752458,house,penthouse,classic,9,59,0,0,0,17.0,,732,2,0,new
448971,Antwerp,3460,129086,house,villa,classic,8,240,1,0,0,,,549,2,0,good
667008,Liege,6507,945073,apartment,mansion,classic,9,84,0,0,1,16.0,,685,3,1,new
543025,Liege,1007,508431,apartment,mansion,public,6,327,0,0,0,,,676,2,1,new
472200,Ghent,2206,936043,house,villa,public,4,287,0,1,1,,,785,4,1,good
712456,Antwerp,7255,638450,house,chalet,public,10,146,1,1,1,37.0,206.0,552,2,1,good
272716,Ghent,9578,872345,apartment,bungalow,public,2,307,0,1,0,,141.0,955,3,0,good
460813,Antwerp,5497,613156,apartment,penthouse,classic,6,275,0,1,0,48.0,,221,3,1,good
298970,Brussels,2389,737258,house,penthouse,classic,7,198,0,1,1,37.0,285.0,79,4,0,good
989321,Charleroi,6380,350431,apartment,mansion,public,1,277,0,0,1,,,459,3,1,to renovate
879719,Ghent,9823,297352,apartment,bungalow,public,5,377,1,1,0,45.0,262.0,94,3,1,new
720500,Charleroi,1899,766136,apartment,chalet,public,8,239,1,0,0,14.0,,363,3,1,to renovate
426847,Brussels,8972,769564,house,villa,classic,1,79,0,0,1,13.0,70.0,804,4,0,new
629727,Charleroi,7167,308063,house,chalet,classic,4,215,0,0,0,39.0,217.0,701,2,1,to renovate
224880,Brussels,5711,889774,apartment,villa,public,4,350,1,1,0,11.0,128.0,314,3,1,good
939609,Brussels,3661,272968,apartment,chalet,classic,5,371,1,1,0,,,640,2,0,new
373221,Namur,5641,113602,house,villa,classic,7,41,0,1,0,,,389,4,0,to renovate
220119,Antwerp,1614,431647,house,penthouse,classic,8,230,0,1,0,29.0,257.0,484,2,0,good
232728,Brussels,3887,393806,house,penthouse,classic,5,46,1,0,0,5.0,89.0,760,2,0,good
387895,Ghent,3520,410191,house,penthouse,public,9,122,0,1,1,46.0,80.0,163,3,0,to renovate
473745,Antwerp,3101,669684,house,villa,classic,4,136,0,1,1,,,312,4,1,new
133276,Charleroi,6833,456596,house,penthouse,classic,4,326,0,1,1,30.0,,756,4,0,new
816794,Charleroi,2570,772762,house,bungalow,classic,6,143,0,0,1,,,394,3,1,good
554599,Antwerp,1910,399168,house,chalet,public,4,87,0,0,0,49.0,234.0,741,4,0,new
875605,Brussels,3046,114723,house,mansion,public,5,224,1,1,0,11.0,,645,2,1,new
357964,Charleroi,3390,661594,house,bungalow,classic,9,322,1,1,1,,252.0,142,4,1,good
244671,Brussels,9030,910549,house,chalet,public,7,128,0,1,0,36.0,186.0,159,4,1,to renovate
742220,Antwerp,8530,443930,apartment,villa,public,9,340,0,1,1,,,849,2,1,new
956321,Antwerp,7171,194389,apartment,villa,public,2,187,1,1,1,28.0,,553,4,1,good
236015,Ghent,5304,520478,apartment,mansion,public,10,320,0,0,1,,,242,3,1,good
137108,Charleroi,9445,882637,apartment,penthouse,public,6,124,1,1,0,,,644,4,1,good
874772,Charleroi,5653,285966,apartment,bungalow,classic,7,108,0,0,1,8.0,,75,2,1,new
318777,Namur,9073,417731,house,mansion,public,3,323,1,1,1,,209.0,121,3,0,to renovate
210556,Antwerp,9208,576481,house,penthouse,public,3,69,1,1,0,,,502,4,1,to renovate
716985,Brussels,6078,601311,apartment,chalet,public,4,166,0,0,1,,129.0,308,3,0,new
624397,Charleroi,3713,997228,apartment,penthouse,classic,6,68,0,1,0,9.0,,576,4,1,to renovate
812509,Brussels,2440,797787,apartment,penthouse,classic,5,42,1,1,0,43.0,,811,4,0,good
